customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,SeniorCitizenLabel,TenureBand,ChurnFlag,RevenueAtRisk,RiskTier,ExpectedTotal,ChargeDifference
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,Non-Senior,Loyal,0,0.0,Low Risk,5588.8,-73.35000000000036
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.7,112.75,No,Non-Senior,New Customer,0,0.0,High Risk,124.19999999999999,-11.449999999999989
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,Non-Senior,New Customer,1,74.4,High Risk,223.20000000000002,6.349999999999994
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,Non-Senior,New Customer,0,0.0,High Risk,354.90000000000003,-4.550000000000011
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.85,62.9,No,Non-Senior,New Customer,0,0.0,High Risk,83.4,-20.500000000000007
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,Non-Senior,Established,0,0.0,Low Risk,2935.35,92.30000000000018
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,Senior,Established,1,78.05,Low Risk,2107.35,28.15000000000009
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,Non-Senior,Loyal,0,0.0,Low Risk,1695.6000000000001,28.34999999999991
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,No,Non-Senior,New Customer,0,0.0,High Risk,19.75,0.0
2639-UGMAZ,Male,1,No,No,71,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,Senior,Loyal,0,0.0,Low Risk,4007.9500000000003,-22.600000000000364
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,Non-Senior,Early,0,0.0,Medium Risk,1117.3500000000001,98.29999999999995
6207-WIOLX,Female,0,Yes,Yes,25,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,Non-Senior,Established,1,58.6,Low Risk,1465.0,37.65000000000009
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,Non-Senior,Loyal,0,0.0,Low Risk,3386.85,-126.75
3091-FYHKI,Male,0,No,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,Non-Senior,New Customer,1,35.45,High Risk,35.45,0.0
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,Non-Senior,New Customer,1,44.35,High Risk,88.7,-7.450000000000003
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.7,1188.2,No,Non-Senior,Established,0,0.0,Low Risk,1105.1,83.10000000000014
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,Non-Senior,Early,0,0.0,Medium Risk,1725.0,53.5
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,1277.75,No,Non-Senior,Loyal,0,0.0,Low Risk,1292.8,-15.049999999999955
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.6,1170.55,No,Non-Senior,Loyal,0,0.0,Low Risk,1117.2,53.34999999999991
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,Senior,New Customer,1,70.45,High Risk,70.45,0.0
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,Senior,Loyal,0,0.0,Low Risk,6339.599999999999,86.05000000000018
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,Non-Senior,New Customer,1,71.15,High Risk,569.2,-5.550000000000068
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,Non-Senior,Loyal,0,0.0,Low Risk,6164.05,-192.80000000000018
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,Non-Senior,Loyal,0,0.0,Low Risk,5395.2,-106.14999999999964
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.95,1756.2,No,Senior,Loyal,0,0.0,Low Risk,1700.45,55.75
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,Non-Senior,Loyal,0,0.0,Low Risk,6438.25,-21.550000000000182
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,61.35,No,Non-Senior,New Customer,0,0.0,Low Risk,58.800000000000004,2.549999999999997
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,Non-Senior,New Customer,1,45.65,High Risk,45.65,0.0
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,Non-Senior,Established,0,0.0,Low Risk,1935.0,-5.0499999999999545
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,Non-Senior,Early,0,0.0,Medium Risk,1042.5,28.90000000000009
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,Non-Senior,New Customer,0,0.0,High Risk,548.4,15.950000000000045
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,Non-Senior,New Customer,1,95.0,High Risk,665.0,-9.5
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,Non-Senior,Loyal,0,0.0,Low Risk,7570.5,360.0500000000002
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,Non-Senior,Loyal,0,0.0,Low Risk,5338.2,-122.94999999999982
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,113.5,No,Non-Senior,New Customer,0,0.0,High Risk,118.19999999999999,-4.699999999999989
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,Non-Senior,Early,0,0.0,Medium Risk,1132.6000000000001,20.199999999999818
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,Non-Senior,Early,0,0.0,Medium Risk,1851.3000000000002,-29.350000000000136
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,419.9,No,Non-Senior,Early,0,0.0,Low Risk,443.29999999999995,-23.399999999999977
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,Non-Senior,Early,0,0.0,Low Risk,1028.0,-4.0
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.7,251.6,No,Non-Senior,New Customer,0,0.0,Low Risk,257.0,-5.400000000000006
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,Non-Senior,Early,0,0.0,Medium Risk,728.0,36.549999999999955
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,Non-Senior,Early,1,82.4,Medium Risk,1648.0,-55.65000000000009
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,Non-Senior,New Customer,0,0.0,High Risk,139.4,-4.200000000000017
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,Non-Senior,Loyal,0,0.0,Low Risk,3916.7000000000003,41.54999999999973
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.6,233.9,No,Non-Senior,New Customer,0,0.0,Low Risk,226.60000000000002,7.299999999999983
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,1363.45,No,Non-Senior,Loyal,0,0.0,Low Risk,1373.1,-9.649999999999864
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,Non-Senior,New Customer,1,70.9,High Risk,283.6,-10.600000000000023
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,Non-Senior,Loyal,0,0.0,Low Risk,6411.599999999999,-157.14999999999964
3445-HXXGF,Male,1,Yes,No,58,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,Senior,Loyal,1,45.3,Low Risk,2627.3999999999996,23.800000000000182
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.4,321.4,No,Non-Senior,Early,0,0.0,Medium Risk,326.4,-5.0
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,Non-Senior,Established,0,0.0,Low Risk,3622.75,-83.5
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,Non-Senior,New Customer,1,104.4,High Risk,208.8,34.0
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,Non-Senior,Early,0,0.0,Low Risk,1147.3,34.450000000000045
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,Non-Senior,Loyal,1,94.85,Low Risk,5027.049999999999,-26.849999999999454
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.55,654.55,No,Non-Senior,Established,0,0.0,Low Risk,657.6,-3.050000000000068
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.7,780.2,No,Non-Senior,Established,0,0.0,Low Risk,839.8,-59.59999999999991
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,Senior,Early,1,74.45,Medium Risk,1116.75,28.950000000000045
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,Senior,New Customer,1,76.45,High Risk,535.15,-31.549999999999955
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,Non-Senior,Early,0,0.0,Medium Risk,1580.25,-21.0
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,1252.0,No,Non-Senior,Loyal,0,0.0,Low Risk,1253.55,-1.5499999999999545
6317-YPKDH,Female,0,No,No,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,Non-Senior,New Customer,1,29.95,High Risk,29.95,0.0
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,Non-Senior,New Customer,0,0.0,High Risk,45.3,0.0
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,Non-Senior,New Customer,1,84.5,High Risk,676.0,-13.350000000000023
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,Non-Senior,Established,0,0.0,Low Risk,2466.75,-13.449999999999818
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,Non-Senior,Early,1,79.25,Medium Risk,1030.25,81.40000000000009
1024-GUALD,Female,0,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,Non-Senior,New Customer,1,24.8,High Risk,24.8,0.0
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,Non-Senior,Early,0,0.0,Medium Risk,1036.0,-12.149999999999977
8167-GJLRN,Male,0,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,Non-Senior,New Customer,0,0.0,High Risk,91.19999999999999,-9.049999999999983
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.65,244.8,No,Non-Senior,Early,0,0.0,Low Risk,255.45,-10.649999999999977
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,Non-Senior,Established,0,0.0,Low Risk,2264.0,115.09999999999991
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,Non-Senior,Established,0,0.0,Low Risk,3091.7000000000003,81.64999999999964
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,Non-Senior,New Customer,1,91.0,High Risk,546.0,-15.0
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,No,Non-Senior,Loyal,0,0.0,Low Risk,1362.75,12.650000000000091
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,Non-Senior,Loyal,0,0.0,Low Risk,7898.400000000001,230.89999999999964
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1192.7,No,Non-Senior,Loyal,0,0.0,Low Risk,1138.7,54.0
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,Non-Senior,Early,0,0.0,Medium Risk,1931.0,-29.34999999999991
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,Non-Senior,Early,0,0.0,Low Risk,578.4000000000001,8.999999999999886
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,Non-Senior,Loyal,0,0.0,Low Risk,6569.65,-49.899999999999636
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,Non-Senior,Loyal,0,0.0,Low Risk,8082.0,-40.350000000000364
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,20.75,No,Non-Senior,New Customer,0,0.0,High Risk,20.75,0.0
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,Non-Senior,Established,0,0.0,Low Risk,2751.3,-70.15000000000009
8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,Non-Senior,Early,0,0.0,Medium Risk,1120.7,-8.400000000000091
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,Non-Senior,Loyal,0,0.0,Low Risk,7494.05,-88.55000000000018
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,Non-Senior,Early,0,0.0,Medium Risk,1017.9,16.050000000000068
9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,Non-Senior,Established,0,0.0,Low Risk,3029.3999999999996,-70.44999999999982
7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,Non-Senior,Established,0,0.0,Low Risk,2638.35,46.5
6348-SNFUS,Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,Non-Senior,Loyal,0,0.0,Low Risk,3992.4,186.79999999999973
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,Non-Senior,New Customer,1,79.9,High Risk,79.9,0.0
7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,Non-Senior,Early,1,106.6,Medium Risk,2025.3999999999999,-90.94999999999982
1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,Non-Senior,Loyal,0,0.0,Low Risk,6556.8,97.30000000000018
7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,Non-Senior,New Customer,1,46.0,High Risk,92.0,-7.5
4195-NZGTA,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,Non-Senior,New Customer,0,0.0,High Risk,25.25,0.0
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,1124.2,No,Non-Senior,Loyal,0,0.0,Low Risk,1204.75,-80.54999999999995
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.0,540.05,No,Non-Senior,Established,0,0.0,Low Risk,580.0,-39.950000000000045
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,Senior,Early,0,0.0,Medium Risk,1996.3999999999999,-20.549999999999955
0699-NDKJM,Female,0,Yes,No,57,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,Non-Senior,Loyal,0,0.0,Low Risk,3348.75,88.69999999999982
9286-BHDQG,Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,Non-Senior,Loyal,0,0.0,Low Risk,3258.0,-118.19999999999982
0230-WEQUW,Male,0,Yes,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,Non-Senior,Loyal,0,0.0,Low Risk,3735.6,53.59999999999991
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,Non-Senior,Loyal,0,0.0,Low Risk,5473.0,-148.5
6496-JDSSB,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,Non-Senior,New Customer,0,0.0,High Risk,640.0,-15.399999999999977
9408-SSNVZ,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,Non-Senior,New Customer,1,70.15,High Risk,280.6,-12.25
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,1836.9,No,Non-Senior,Loyal,0,0.0,Low Risk,1757.25,79.65000000000009
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.2,20.2,No,Non-Senior,New Customer,0,0.0,Low Risk,20.2,0.0
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,Non-Senior,New Customer,1,50.05,High Risk,200.2,-20.849999999999994
5961-VUSRV,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.35,219.35,No,Non-Senior,New Customer,0,0.0,Low Risk,232.20000000000002,-12.850000000000023
6778-JFCMK,Male,0,No,No,24,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,Non-Senior,Early,0,0.0,Low Risk,1214.4,74.34999999999991
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,Non-Senior,Established,0,0.0,Low Risk,2515.65,30.09999999999991
2232-DMLXU,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,Non-Senior,New Customer,1,55.2,High Risk,55.2,0.0
4811-JBUVU,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,Non-Senior,Established,0,0.0,Low Risk,2697.0,26.15000000000009
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,Non-Senior,Established,0,0.0,Low Risk,4009.1,98.15000000000009
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,Non-Senior,Loyal,0,0.0,Low Risk,5832.0,-71.35000000000036
3316-UWXUY,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,Non-Senior,Loyal,0,0.0,Low Risk,4675.0,72.5
8937-RDTHP,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,Non-Senior,New Customer,1,84.6,High Risk,84.6,0.0
7083-MIOPC,Female,0,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1566.9,No,Non-Senior,Loyal,0,0.0,Low Risk,1458.0,108.90000000000009
1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.15,702.0,No,Non-Senior,Established,0,0.0,Low Risk,729.3499999999999,-27.34999999999991
1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,Non-Senior,New Customer,1,54.4,High Risk,108.8,5.299999999999997
0621-JFHOL,Female,0,No,No,10,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,Non-Senior,New Customer,0,0.0,Low Risk,296.0,3.0500000000000114
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,Non-Senior,Early,0,0.0,Medium Risk,1316.7,-10.75
0094-OIFMO,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,Senior,New Customer,1,95.0,High Risk,1045.0,75.29999999999995
9227-UAQFT,Male,0,No,No,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,284.35,No,Non-Senior,Early,0,0.0,Low Risk,316.0,-31.649999999999977
7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,Non-Senior,Loyal,0,0.0,Low Risk,6235.2,115.30000000000018
6614-FHDBO,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,Non-Senior,Loyal,0,0.0,Low Risk,7862.400000000001,15.899999999999636
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No,Non-Senior,Established,0,0.0,Low Risk,3062.7000000000003,124.94999999999982
